"city","country","roundabout_count"
"Maitland","United States",1
"Majura","Australia",1
"Maketu","New Zealand",1
"Malartic","Canada",1
"Malden","United States",1
"Malinska","Croatia",1
"Mallacoota","Australia",1
"Mallard Pond","United States",1
"Malvern","United States",1
"Manahawkin","United States",1
"Manaia","New Zealand",1
"Manassas","United States",1
"Mandal","Norway",1
"Mandan","United States",1
"Mandeville","United States",1
"Mandonga","Indonesia",1
"Mandurah","Australia",1
"Mangawhai Heads","New Zealand",1
"Manila","Philippines",1
"Manistee","United States",1
"Manistee Township","United States",1
"Manitowoc","United States",1
"Mankato Township","United States",1
"Manly","New Zealand",1
"Manly West","Australia",1
"Manning","United States",1
"Manoora","Australia",1
"Manteo","United States",1
"Mantua","United States",1
"Manunda","Australia",1
"Manvel","United States",1
"Manvers","United Kingdom",1
"Manzhouli","China",1
"Maple Lake","United States",1
"Mapleridge","United States",1
"Mapleton","Canada",1
"Marblehill","United States",1
"Marco","United States",1
"Marcoola","Australia",1
"Marcy","United States",1
"Mardi","Australia",1
"Mareeba","Australia",1
"Margate","United States",1
"Marian","Australia",1
"Marieholm","Sweden",1
"Marina del Rey","United States",1
"Marinette","United States",1
"Marmaduke","United States",1
"Marnellsmeadows","Ireland",1
"Marquette Township","United States",1
"Marquina","Spain",1
"Marratxí","Spain",1
"Marrickville","Australia",1
"Marriottsville","United States",1
"Marsa (Malta)","Malta",1
"Marsaxlokk (Malta)","Malta",1
"Marsfield","Australia",1
"Marshall","United States",1
"Martell","United States",1
"Marton","New Zealand",1
"Marulan","Australia",1
"Maryburgh","United Kingdom",1
"Maryhill & Kelvin","United Kingdom",1
"Maryland Heights","United States",1
"Mascoutah","United States",1
"Mason City","United States",1
"Massena","United States",1
"Matakana","New Zealand",1
"Mataram","Indonesia",1
"Matarangi","New Zealand",1
"Mataró","Spain",1
"Matraville","Australia",1
"Matraville ","Australia",1
"Matriz","Portugal",1
"Mattawa","Canada",1
"Mattawa","United States",1
"Mattersburg","Austria",1
"Maudsland","Australia",1
"Maurepas","United States",1
"Mauston","United States",1
"Maximo","United States",1
"Mayer","United States",1
"Mayfield","United States",1
"Mayma-Chergachak","Russia",1
"Maynooth","Ireland",1
"Maytown","United States",1
"Mayville","United States",1
"Mazkeret Batya","Israel",1
"Mazraat Beit Ech Cheaar","Lebanon",1
"McAdenville","United States",1
"McAlester","United States",1
"McBryde","United States",1
"McCalla","United States",1
"McConnelsville","United States",1
"McHenry","United States",1
"McKinleyville","United States",1
"McNair","United States",1
"McPherson","United States",1
"Mccrae","Australia",1
"Mchafukoge","Tanzania",1
"Mckellar","Australia",1
"Mdina (Malta)","Malta",1
"Meadow Heights","Australia",1
"Meadowbrook","Australia",1
"Meadowbrook Heights","United States",1
"Meadowmont","United States",1
"Mecca","United States",1
"Medan Kota Belawan","Indonesia",1
"Medbourne","United Kingdom",1
"Medfield","United States",1
"Medowie","Australia",1
"Mejicanos","El Salvador",1
"Melrose","United Kingdom",1
"Melrose Park","Australia",1
"Memphis","United States",1
"Menai","Australia",1
"Menai Bridge","United Kingdom",1
"Mendon","United States",1
"Menominee Falls","United States",1
"Merchantville","United States",1
"Meredith","United States",1
"Merewether","Australia",1
"Meridan Plains","Australia",1
"Meridian Inernational Business Center","United States",1
"Merimbula","Australia",1
"Merriam","United States",1
"Merrill","United States",1
"Merrimac","United States",1
"Mertert","Luxembourg",1
"Merton","United States",1
"Mesick","United States",1
"Metairie Terrace","United States",1
"Meteren","Netherlands",1
"Metford","Australia",1
"Metro West","United States",1
"Mgulani","Tanzania",1
"Miami Shores","United States",1
"Miamisburg","United States",1
"Michałowice","Poland",1
"Mickleham","Australia",1
"Middle Island","United States",1
"Middle Park","Australia",1
"Middle Ridge","Australia",1
"Middle Smithfield Township","United States",1
"Middlehaven","United Kingdom",1
"Middlesboro","United States",1
"Midland","Canada",1
"Miedzyzdroje","Poland",1
"Mikhaylovka","Russia",1
"Mikhnovskoye","Russia",1
"Milford","United States",1
"Mill Creek","United States",1
"Mill Spring","United States",1
"Millarston","United Kingdom",1
"Milledgeville","United States",1
"Miller Farms","United States",1
"Millersville","United States",1
"Millicent","Australia",1
"Mills River","United States",1
"Milton Bridge","United Kingdom",1
"Minden","United States",1
"Minot","United States",1
"Minto Plantation","United States",1
"Minusinsk","Russia",1
"Mira-Sintra","Portugal",1
"Miraflores","Mexico",1
"Mirfield","United Kingdom",1
"Mishkovo-Pohorilivska silska rada","Ukraine",1
"Mishmar Hasharon","Israel",1
"Mishmarot","Israel",1
"Mission Bay","United States",1
"Mississippi Mills","Canada",1
"Mitchelston Industrial Estate","United Kingdom",1
"Miyako","Japan",1
"Moana","Australia",1
"Mocksville","United States",1
"Modbury North","Australia",1
"Moen","Norway",1
"Mollymook","Australia",1
"Molodezhnoye","Russia",1
"Molėtai","Lithuania",1
"Monaco (Monaco)","Monaco",1
"Monash","Australia",1
"Monbrief","United Kingdom",1
"Moncks Corner","United States",1
"Monee","United States",1
"Monfalcone","Italy",1
"Monkton","United Kingdom",1
"Monona","United States",1
"Monserrato","Italy",1
"Mont-Joli","Canada",1
"Montague","Canada",1
"Montana","Bulgaria",1
"Montana City","United States",1
"Montbonnot-Saint-Martin","France",1
"Montecito","United States",1
"Montgat","Spain",1
"Montmagny","Canada",1
"Montréal","Canada",1
"Montview","United States",1
"Monument","United States",1
"Moolap","Australia",1
"Mooloolaba","Australia",1
"Moon Township","United States",1
"Mooney Mooney","Australia",1
"Moorebank","Australia",1
"Mooroobool","Australia",1
"Moose Lake","United States",1
"Mordialloc","Australia",1
"Morecambe","United Kingdom",1
"Moree","Australia",1
"Morisset","Australia",1
"Morisset Park","Australia",1
"Moriyama City","Japan",1
"Morningside","United States",1
"Morningside Park","United States",1
"Mororo","Australia",1
"Morphettville","Australia",1
"Morrisburg","Canada",1
"Mortensen-Garson","United States",1
"Mosinee","United States",1
"Mostar","Bosnia and Herzegovina",1
"Motueka","New Zealand",1
"Mouazé","France",1
"Mounds View","United States",1
"Mount Aetna","United States",1
"Mount Austin","Australia",1
"Mount Barker","Australia",1
"Mount Coolum","Australia",1
"Mount Coot-Tha","Australia",1
"Mount Eliza","Australia",1
"Mount Helen","Australia",1
"Mount Isa City","Australia",1
"Mount Martha","Australia",1
"Mount Orab","United States",1
"Mount Pearl","Canada",1
"Mount Pleasant","Australia",1
"Mount Rainier","United States",1
"Mount St John","Australia",1
"Mount Sterling","United States",1
"Mount Stewart","Canada",1
"Mount Warrigal","Australia",1
"Mount Washington","United States",1
"Mountain Brook","United States",1
"Mountainside","United States",1
"Mountville","United States",1
"Mowbray","Australia",1
"Moxee","United States",1
"Msida (Malta)","Malta",1
"Mtarfa (Malta)","Malta",1
"Mtoni","Tanzania",1
"Mudgeeraba","Australia",1
"Muirhead","Australia",1
"Muirlea","Australia",1
"Mukachëvo","Ukraine",1
"Mukilteo","United States",1
"Mukwonago","United States",1
"Mulberry","United States",1
"Mulbring","Australia",1
"Mumbai","India",1
"Munaylinskiy rayon","Kazakhstan",1
"Muncy","United States",1
"Munising","United States",1
"Munruben","Australia",1
"Munster","Australia",1
"Munster","United States",1
"Murayama City","Japan",1
"Murphy Creek","United States",1
"Murray","United States",1
"Murray Bridge","Australia",1
"Murrayville","United States",1
"Murrells Inlet","United States",1
"Murrumba Downs","Australia",1
"Murska Sobota","Slovenia",1
"Murton","United Kingdom",1
"Muskegon Township","United States",1
"Mutitjulu","Australia",1
"Mysłowice","Poland",1
"Málzaga","Spain",1
"Måløv","Denmark",1
"Míkonos","Greece",1
"Münster","Germany",1
"Mỹ An","Vietnam",1
"Nabiac","Australia",1
"Nachalovo","Russia",1
"Nacka Strand","Sweden",1
"Nagai City","Japan",1
"Nagyatád","Hungary",1
"Nagylak","Hungary",1
"Nahal Ginat","West Bank",1
"Nairn","United Kingdom",1
"Nairobi","Kenya",1
"Nakskov","Denmark",1
"Nambour","Australia",1
"Namgu","South Korea",1
"Nan'gang District","China",1
"Nan-t’ou","Taiwan",1
"Nanango","Australia",1
"Nantes","Canada",1
"Naperville","United States",1
"Nar Nar Goon North","Australia",1
"Naranja","United States",1
"Narara","Australia",1
"Narellan Vale","Australia",1
"Narragansett","United States",1
"Narva","Estonia",1
"Nathan","Australia",1
"National City","United States",1
"Natomas","United States",1
"Navarre","United States",1
"Nazca","Peru",1
"Neder-Hardinxveld","Netherlands",1
"Nederland","United States",1
"Negotin","Serbia",1
"Nelson Bay","Australia",1
"Nelsonville","United States",1
"Nemakščiai","Lithuania",1
"Neosho","United States",1
"Neponsit","United States",1
"Nereta","Latvia",1
"Netley","United Kingdom",1
"Nettetal","Germany",1
"Neunkirchen","Austria",1
"New Auckland","Australia",1
"New Baltimore","United States",1
"New Berrima","Australia",1
"New Braunfels","United States",1
"New Britain","United States",1
"New Carlisle","United States",1
"New Earswick","United Kingdom",1
"New Farm","Australia",1
"New Iberia","United States",1
"New Lambton","Australia",1
"New Marske","United Kingdom",1
"New Milford","United States",1
"New Oxford","United States",1
"New Richmond","Canada",1
"New Richmond","United States",1
"New Riegel","United States",1
"New Salem","United States",1
"New Town","United Kingdom",1
"New Westminster","Canada",1
"New Wilmington","United States",1
"Newark-on-Trent","United Kingdom",1
"Newburgh","United States",1
"Newby West","United Kingdom",1
"Newfield Hamlet","United States",1
"Newington","Australia",1
"Newington","United States",1
"Newmarket-on-Fergus","Ireland",1
"Newpark Lower","Ireland",1
"Newport","United Kingdom",1
"Newport ","Australia",1
"Newport Beach","United States",1
"Newton","United Kingdom",1
"Newton Grove","United States",1
"Newton of Petty","United Kingdom",1
"Newtown","United States",1
"Newtown Square","United States",1
"Ngaruawahia","New Zealand",1
"Niantic","United States",1
"Nibley","United States",1
"Nice","United States",1
"Nielles-lès-Calais","France",1
"Nigg","United Kingdom",1
"Nijswiller","Netherlands",1
"Nin","Croatia",1
"Nir Israel","Israel",1
"Nisswa","United States",1
"Niverville","Canada",1
"Nogales","United States",1
"Nolans Ridge","United States",1
"Nora","Sweden",1
"Noraville","Australia",1
"Normal","United States",1
"Normandy","United States",1
"Norra Tallvik","Sweden",1
"North Andover","United States",1
"North Atlanta","United States",1
"North Avondale","United States",1
"North Balgowlah","Australia",1
"North Baltimore","United States",1
"North Bay","Canada",1
"North Bendigo","Australia",1
"North Bergen","United States",1
"North Boambee Valley","Australia",1
"North Castle","United States",1
"North Chicago","United States",1
"North Conway","United States",1
"North Falmouth","United States",1
"North Fork","United States",1
"North Fort Myers","United States",1
"North Geelong","Australia",1
"North Harford","United States",1
"North Haven","United States",1
"North Kingstown","United States",1
"North Leeds","United States",1
"North Lima","United States",1
"North Lincoln Street","United States",1
"North Logan","United States",1
"North Loose","United Kingdom",1
"North Maclean","Australia",1
"North Milford Historic District","United States",1
"North Narrabeen","Australia",1
"North Nowra","Australia",1
"North Perth (Listowel)","Canada",1
"North Plymouth","United States",1
"North Port","United States",1
"North Potomac","United States",1
"North Richmond","Australia",1
"North Seaton","United Kingdom",1
"North Stonington","United States",1
"North Turramurra","Australia",1
"North Vancouver","Canada",1
"North Ward","Australia",1
"North Wilkesboro","United States",1
"Northboro Park Historic District","United States",1
"Northern Gateway","United Kingdom",1
"Northglenn","United States",1
"Northlake","United States",1
"Northside","United States",1
"Northside Park","United States",1
"Northwest","United States",1
"Northwood","United States",1
"Norwalk","United States",1
"Norway","United States",1
"Norwich","United States",1
"Norwood","United Kingdom",1
"Norwood Young America","United States",1
"Notre Dame","United States",1
"Novokuybyshevsk","Russia",1
"Novorossiysk","Russia",1
"Nurmijärvi","Finland",1
"Nyborg","Denmark",1
"Nymölla","Sweden",1
"Nyvång","Sweden",1
"Närlunda","Sweden",1
"Närpes","Finland",1
"Næstved","Denmark",1
"Nördlingen","Germany",1
"Nørresundby","Denmark",1
"Năvodari","Romania",1
"Oak Bluff","Canada",1
"Oak Bluffs","United States",1
"Oak Creek/Cudahy","United States",1
"Oak Forest","United States",1
"Oak Grove","United States",1
"Oak Ridge","United States",1
"Oakbank","Canada",1
"Oakland Park District","United States",1
"Oakland Township","United States",1
"Oakleaf Plantation","United States",1
"Oakleigh South","Australia",1
"Oakridge","United States",1
"Oakville","United States",1
"Oban","United Kingdom",1
"Oberon","Australia",1
"Ob’","Russia",1
"Ocean Isle","United States",1
"Ocean Pointe","United States",1
"Ocean Shores","Australia",1
"Ocean Shores","United States",1
"Ocoee Crown Point","United States",1
"Odenslunda","Sweden",1
"Odessa","Canada",1
"Oebobo","Indonesia",1
"Ohaupo","New Zealand",1
"Okato","New Zealand",1
"Okemos","United States",1
"Olaine","Latvia",1
"Old Beach","Australia",1
"Old Hartley","United Kingdom",1
"Old Hopland","United States",1
"Old Jamestown","United States",1
"Old Noarlunga","Australia",1
"Old Stratford","United Kingdom",1
"Old Town College Park","United States",1
"Oldcastle","Canada",1
"Olds","Canada",1
"Olive Branch","United States",1
"Olivehurst","United States",1
"Oljato-Monument Valley","United States",1
"Olmeto","France",1
"Olmos Park","United States",1
"Ommel","Netherlands",1
"Onekawa","New Zealand",1
"Ongar","United Kingdom",1
"Ooralea","Australia",1
"Oostvoorne","Netherlands",1
"Oradea","Romania",1
"Orange County Great Park","United States",1
"Orange Township","United States",1
"Orbost","Australia",1
"Orchidlands Estates","United States",1
"Oregon City","United States",1
"Orel","Russia",1
"Orelia","Australia",1
"Orinda","United States",1
"Orio","Spain",1
"Orje","Norway",1
"Orland Park","United States",1
"Orleans","United States",1
"Orlová","Czechia",1
"Ormskirk","United Kingdom",1
"Oro Valley","United States",1
"Oronoco","United States",1
"Orpington","United Kingdom",1
"Orsk","Russia",1
"Osceola","United States",1
"Osgood","United States",1
"Osijek","Croatia",1
"Oskaloosa","United States",1
"Osman-Yurt","Russia",1
"Ossett","United Kingdom",1
"Osshad","United States",1
"Ossipee","United States",1
"Othello","United States",1
"Ottershaw","United Kingdom",1
"Outwood East","United Kingdom",1
"Outwood West","United Kingdom",1
"Ovar","Portugal",1
"Owen Sound","Canada",1
"Owensboro","United States",1
"Oxelösund","Sweden",1
"Oxley Vale","Australia",1
"Oxted","United Kingdom",1
"Oyster Bay","United States",1
"Oyster Bed Bridge","Canada",1
"Ozolnieki","Latvia",1
"O’Leary","Canada",1
"Pace","United States",1
"Pacific Paradise","Australia",1
"Padang Timur","Indonesia",1
"Paddington","Australia",1
"Padstow","Australia",1
"Paengaroa","New Zealand",1
"Paeonian Springs","United States",1
"Pagani","Italy",1
"Page","United States",1
"Paget","Australia",1
"Pahoa","United States",1
"Palha Verde","Cape Verde",1
"Palm Beach","Australia",1
"Palm Beach","United States",1
"Palm Cove","Australia",1
"Palmdale","United States",1
"Palmerston City","Australia",1
"Palmetto Dunes","United States",1
"Palmview","Australia",1
"Palmwoods","Australia",1
"Paloma del Sol","United States",1
"Palomares del Río","Spain",1
"Pambula","Australia",1
"Pamelia","United States",1
"Panama City","United States",1
"Panania","Australia",1
"Pandora","New Zealand",1
"Paneriai","Lithuania",1
"Pantops","United States",1
"Pančevo","Serbia",1
"Paola","United States",1
"Paphos","Cyprus",1
"Paradise Island","The Bahamas",1
"Paraparaumu","New Zealand",1
"Parikkala","Finland",1
"Park Avenue","Australia",1
"Park Grove","Australia",1
"Park Hills","United States",1
"Park Lane","United States",1
"Park Orchards","Australia",1
"Park Rapids","United States",1
"Parkchester","United States",1
"Parkinson","Australia",1
"Parklands","United Kingdom",1
"Parkstone","United States",1
"Parkwood","Australia",1
"Parmelia","Australia",1
"Parndorf","Austria",1
"Parque Lefevre","Panama",1
"Pasar Kliwon District","Indonesia",1
"Pasay","Philippines",1
"Pascagoula","United States",1
"Pasiano di Pordenone","Italy",1
"Paso Carrasco","Uruguay",1
"Patterson","United States",1
"Pauma Valley","United States",1
"Pavlos Melas","Greece",1
"Paynesville","Australia",1
"Pazardzhik","Bulgaria",1
"Peace River","Canada",1
"Peach Bottom","United States",1
"Peachtree Corners","United States",1
"Pearl","United States",1
"Pearl Harbor Naval Base (Ford Island)","United States",1
"Pearl River","United States",1
"Pelican Bay","United States",1
"Pelican Point","Australia",1
"Pelotas","Brazil",1
"Pemberton","Canada",1
"Pemulwuy","Australia",1
"Pendergrass","United States",1
"Penfield Gardens","Australia",1
"Penmark","United Kingdom",1
"Pennington","United States",1
"Peosta","United States",1
"Pepperell","United States",1
"Perai","Malaysia",1
"Perdido Key","United States",1
"Pernik","Bulgaria",1
"Perris","United States",1
"Perry","United States",1
"Perry Township","United States",1
"Perryolpolis","United States",1
"Perryville","United States",1
"Pershing","United States",1
"Perstorp","Sweden",1
"Peru","United States",1
"Perumahan Negara Lambak Kanan Kawasan 5","Brunei",1
"Petaling Jaya","Malaysia",1
"Peterborough","Canada",1
"Peterborough","United Kingdom",1
"Petersburg","United States",1
"Petreto-Bicchisano","France",1
"Petržalka","Slovakia",1
"Phelps","United States",1
"Phra Nakhon","Thailand",1
"Phường Dịch Vọng Hậu","Vietnam",1
"Phường Tam Hòa","Vietnam",1
"Piaseczno","Poland",1
"Piastów","Poland",1
"Pickerington","United States",1
"Picton","Australia",1
"Picton","Canada",1
"Piedade","Portugal",1
"Piekary Śląskie","Poland",1
"Pieszyce","Poland",1
"Pikesville","United States",1
"Pilisvörösvár","Hungary",1
"Pilsen","Czechia",1
"Pilton","United Kingdom",1
"Pimlico","Australia",1
"Pincher Creek","Canada",1
"Pinckneyville","United States",1
"Pine Bluff","United States",1
"Pine Ridge","United States",1
"Pineapple Grove Arts District","United States",1
"Pineapple Park - Ibis","United States",1
"Pinecrest West Park","United States",1
"Pinjarra","Australia",1
"Pinneberg","Germany",1
"Pioneer Meadows","United States",1
"Pionerskoye","Russia",1
"Piqua","United States",1
"Pirates Beach","United States",1
"Piscataway Township","United States",1
"Pistoia","Italy",1
"Pittsfield","United States",1
"Pixbo","Sweden",1
"Plain Townsihp","United States",1
"Plano","United States",1
"Plantation Place","United States",1
"Plast","Russia",1
"Plateau","United States",1
"Platten","Germany",1
"Plattsburgh","United States",1
"Plattsmouth","United States",1
"Pleak","United States",1
"Pleasant Dale","United States",1
"Pleasant Hills","United States",1
"Pleasant Township","United States",1
"Pleasant View","United States",1
"Pocollay District","Peru",1
"Pocopscon Township","United States",1
"Pohořelice","Czechia",1
"Point Lookout","United States",1
"Point Vernon","Australia",1
"Point of Rocks","United States",1
"Pointe-Lebel","Canada",1
"Pojoaque","United States",1
"Pokeno","New Zealand",1
"Polatsk","Belarus",1
"Polk","United States",1
"Polk City","United States",1
"Polmont","United Kingdom",1
"Polychrome Historic District","United States",1
"Pomona","United States",1
"Pompano Beach","United States",1
"Pompei","Italy",1
"Pomáz","Hungary",1
"Ponchatoula","United States",1
"Ponsharden","United Kingdom",1
"Ponte Buggianese","Italy",1
"Pontianak Tenggara","Indonesia",1
"Pontville","Australia",1
"Pontybrenin","United Kingdom",1
"Poplar","United States",1
"Poplar Bluff","United States",1
"Port Adelaide","Australia",1
"Port Augusta","Australia",1
"Port Chester","United States",1
"Port Clarence","United Kingdom",1
"Port Coquitlam","Canada",1
"Port Denison","Australia",1
"Port Elgin","Canada",1
"Port Hawkesbury","Canada",1
"Port Hueneme","United States",1
"Port Huron","United States",1
"Port Kennedy","Australia",1
"Port Matilda","United States",1
"Port Moody","Canada",1
"Port Noarlunga South","Australia",1
"Port Of Brisbane","Australia",1
"Port Richey","United States",1
"Port Washington","United States",1
"Porto Alegre","Brazil",1
"Porto Salvo","Portugal",1
"Portsea","Australia",1
"Portsmith","Australia",1
"Potomac Heights","United States",1
"Powder Springs","United States",1
"Powell","United States",1
"Poysdorf","Austria",1
"Prairie Township","United States",1
"Prairie Village","United States",1
"Prather","United States",1
"Prebbleton","New Zealand",1
"Prenton","United Kingdom",1
"Presidio","United States",1
"Presov","Slovakia",1
"Preston Farm Industrial Estate","United Kingdom",1
"Preston Patrick","United Kingdom",1
"Prestonpans","United Kingdom",1
"Preßbaum","Austria",1
"Prince George","Canada",1
"Princess Ann Plaza","United States",1
"Princess Anne","United States",1
"Princeton Junction","United States",1
"Prineville","United States",1
"Pristina","Kosovo",1
"Pritchardville","United States",1
"Prospect","Australia",1
"Prospect","United States",1
"Prospect Heights","United States",1
"Providence Forge","United States",1
"Provoo","United States",1
"Pruszcz Gdański","Poland",1
"Puchong","Malaysia",1
"Pudasjärvi","Finland",1
"Puebla de Sancho Pérez","Spain",1
"Puerto Montt","Chile",1
"Puerto Villamil","Ecuador",1
"Pukalani","United States",1
"Pukekohe","New Zealand",1
"Pulaski","United States",1
"Pullenvale","Australia",1
"Pune","India",1
"Punta Arenas","Chile",1
"Punta Gorda","United States",1
"Punta del Este","Uruguay",1
"Puyallup","United States",1
"Pyecombe","United Kingdom",1
"Pyes Pā","New Zealand",1
"Púchov","Slovakia",1
"Přerov","Czechia",1
"Qesm El Agoza","Egypt",1
"Quail Ridge","United States",1
"Quakertown","United States",1
"Qualiano","Italy",1
"Quantico Base","United States",1
"Quarry Hill","Australia",1
"Quartucciu","Italy",1
"Queanbeyan East","Australia",1
"Queanbeyan West","Australia",1
"Queens","Canada",1
"Queenstown","United States",1
"Queijas","Portugal",1
"Queluz","Portugal",1
"Quinton","United States",1
"Quito","Ecuador",1
"Quogue","United States",1
"Québec","Canada",1
"Raanana","Israel",1
"Raby","Australia",1
"Racecourse","Australia",1
"Radcliffe","United Kingdom",1
"Radford","United States",1
"Radium Hot Springs","Canada",1
"Radkersburg","Austria",1
"Railway Estate","Australia",1
"Rainbow Beach","Australia",1
"Raisin","United States",1
"Ramara","Canada",1
"Rancho Santa Margarita","United States",1
"Randaberg","Norway",1
"Randers","Denmark",1
"Rathdrum","United States",1
"Rathmines","Australia",1
"Rathmullan","Ireland",1
"Ratho Station","United Kingdom",1
"Ravensthorpe","Australia",1
"Rawa Mazowiecka","Poland",1
"Raymond","United States",1
"Rayville","United States",1
"Rača","Slovakia",1
"Reading","United States",1
"Recife","Brazil",1
"Red Cliffs","Australia",1
"Red Deer ","Canada",1
"Red Head","Australia",1
"Red Lodge","United States",1
"Redan","United States",1
"Redbank","Australia",1
"Redhead ","Australia",1
"Redhill","United Kingdom",1
"Redhills","United Kingdom",1
"Redland","United States",1
"Redondo Beach","United States",1
"Reid","Australia",1
"Reile's Acres","United States",1
"Reims","France",1
"Renfrew","United Kingdom",1
"Renmark","Australia",1
"Rensselaer","United States",1
"Reopalu","Estonia",1
"Retie","Belgium",1
"Rexburg","United States",1
"Rhinelander","United States",1
"Rhyll","Australia",1
"Ribeira Funda","Cape Verde",1
"Ribnica","Serbia",1
"Richfield Township","United States",1
"Richmond Township","United States",1
"Ridgecrest","United States",1
"Ridgedale Park","United States",1
"Ridgeland","United States",1
"Ridgeway","United States",1
"Riedlingsdorf","Austria",1
"Rigby","United States",1
"Rijeka","Croatia",1
"Rineyville","United States",1
"Ringkøbing","Denmark",1
"Ringwood North","Australia",1
"Rio","United States",1
"Rio Grande","Brazil",1
"Rio Puerco","United States",1
"Rio Vista","United States",1
"Rio de Mouro","Portugal",1
"Ripley","Australia",1
"Risdon","Australia",1
"Risdon Park","Australia",1
"Risdon Vale","Australia",1
"Rising Sun","United States",1
"Risør","Norway",1
"Rittenhouse","United States",1
"Ritz Carlton","United States",1
"River Grove","United States",1
"River Terrace","United States",1
"Riverhead","New Zealand",1
"Riverside","United Kingdom",1
"Riverside at Somersett","United States",1
"Riverstone","Australia",1
"Rivervale","Australia",1
"Riverview","Australia",1
"Rivière-du-Loup","Canada",1
"Rivne","Ukraine",1
"Rochedale South","Australia",1
"Rochester","Australia",1
"Rochester Township","United States",1
"Rockingham","Australia",1
"Rockland","United States",1
"Rocky Point","Australia",1
"Rodanthe","United States",1
"Roebling","United States",1
"Rohnert Park","United States",1
"Rokietnica","Poland",1
"Roma","Australia",1
"Romeira","Portugal",1
"Ronchi dei Legionari","Italy",1
"Roopville","United States",1
"Roosevelt Estates","United States",1
"Rorschach","Switzerland",1
"Rosario","Argentina",1
"Rose","Italy",1
"Rosebery","Australia",1
"Rosedale","Australia",1
"Rosedale","New Zealand",1
"Rosemont","United States",1
"Rosenberg","United States",1
"Rosewood","Australia",1
"Rosharon","United States",1
"Roslags Näsby","Sweden",1
"Ross","Australia",1
"Ross Township","United States",1
"Rossum","Netherlands",1
"Rothesay","United Kingdom",1
"Round Lake","United States",1
"Round Rock","United States",1
"Roundswell Business Park","United Kingdom",1
"Rowlett","United States",1
"Rowley Downs","United States",1
"Roxboro","United States",1
"Ruakaka","New Zealand",1
"Rubicon","United States",1
"Rubonia","United States",1
"Rubí","Spain",1
"Rudds Gully","Australia",1
"Rudkøbing","Denmark",1
"Rue","United States",1
"Ruggell","Liechtenstein",1
"Ruma","Serbia",1
"Rural Hall","United States",1
"Ruse","Australia",1
"Ruskin Heights","United States",1
"Rutherford","United States",1
"Rutland","United States",1
"Ružomberok","Slovakia",1
"Rybnik","Poland",1
"Rye","Australia",1
"Rye","United States",1
"Rye Brook","United States",1
"Råsunda","Sweden",1
"Rönninge","Sweden",1
"Rødovre","Denmark",1
"Røros","Norway",1
"Rēzekne","Latvia",1
"Sabadell","Spain",1
"Sacavém","Portugal",1
"Sachse","United States",1
"Saddle Rock East","United States",1
"Safford","United States",1
"Saffron Walden","United Kingdom",1
"Safra","Lebanon",1
"Saggart","Ireland",1
"Saginaw","United States",1
"Saint Clair","United States",1
"Saint George","United States",1
"Saint John","Canada",1
"Saint Julian's (Malta)","Malta",1
"Saint Leonard","United States",1
"Saint Louis","United States",1
"Saint Michaels","United Kingdom",1
"Saint Paul","United States",1
"Saint Pauls","United Kingdom",1
"Saint Petersburg","Russia",1
"Saint-Augustin-de-Desmaures","Canada",1
"Saint-Geours-de-Maremne","France",1
"Saint-Gédéon","Canada",1
"Saint-Irénée","Canada",1
"Saint-Jacques","Canada",1
"Saint-Joseph-du-Lac","Canada",1
"Saint-Julien-lès-Metz","France",1
"Saint-Jérôme","Canada",1
"Saint-Pée-sur-Nivelle","France",1
"Sainte-Agathe-des-Monts","Canada",1
"Sainte-Julie","Canada",1
"Salaberry-de-Valleyfield","Canada",1
"Salem Township","United States",1
"Salgótarján","Hungary",1
"Saline","United States",1
"Salisbury","Australia",1
"Salisbury Downs","Australia",1
"Salisbury East","Australia",1
"Salisbury Heights","Australia",1
"Salisbury South","Australia",1
"Salome","United States",1
"Salt Ash","Australia",1
"Salt Lake","United States",1
"Salt Lick","United States",1
"Saltsjöbaden","Sweden",1
"Saluda","United States",1
"Samarqand","Uzbekistan",1
"Samford Village","Australia",1
"Samora Correia","Portugal",1
"Samouco","Portugal",1
"San Anselmo","United States",1
"San Canzian d'Isonzo","Italy",1
"San Daniele del Friuli","Italy",1
"San Dorligo della Valle","Italy",1
"San Francisco State University","United States",1
"San Giovanni Suergiu","Italy",1
"San Isidro","Peru",1
"San Jose","United States",1
"San Juan Bautista","United States",1
"San Martín de Porres","Peru",1
"San Pedro de la Paz","Chile",1
"San Rafael","United States",1
"Sanctuary Point","Australia",1
"Sandakan","Malaysia",1
"Sandersville","United States",1
"Sandhurst","Australia",1
"Sandusky","United States",1
"Sandwich","United States",1
"Sandy Ridge","United States",1
"Sangaree","United States",1
"Sankt Kanzian am Klopeiner See","Austria",1
"Sankt Michael in Obersteiermark","Austria",1
"Santa Clara","Portugal",1
"Santa Clarita","United States",1
"Santa Margarida da Serra","Portugal",1
"Santa Maria da Graça","Portugal",1
"Santa María","Spain",1
"Santa Monica","United States",1
"Santa Suzana","Portugal",1
"Santa Teresa","United States",1
"Santee","United States",1
"Santiago del Teide","Spain",1
"Santo Domingo Oeste","Dominican Republic",1
"Sarajevo","Bosnia and Herzegovina",1
"Sarapul","Russia",1
"Sauga","Estonia",1
"Saugus","United States",1
"Sausalito","United States",1
"Saxtorp","Sweden",1
"Sayers Common","United Kingdom",1
"Scandicci","Italy",1
"Scarborough","United Kingdom",1
